image,price,price_off,proc_name
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5902/5902586_sa.jpg;maxHeight=145;maxWidth=222,1199.99,regular,"HP - OMEN by HP 17.3"" Laptop - Intel Core i7 - 12GB Memory - AMD Radeon RX 580 - 1TB Hard Drive - HP sandblasted hairline brushing and carbon fiber"
https://pisces.bbystatic.com//image2/BestBuy_US/store/ee/2017/global/student-hub/badge-student-deals.png,1349.99,regular,"Dell - XPS 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"
https://pisces.bbystatic.com//image2/BestBuy_US/store/ee/2017/global/student-hub/badge-student-deals.png,1999,regular,"Microsoft - Surface Book 2 - 13.5"" PixelSense™ Display - i7 / 8GB / 256GB dGPU - Silver"
https://assets.bbystatic.com//lib-marketing-badge/dist/images/OnlyAtBestBuy-5691a1792c13f0f594ed4c1bbd4f1875.svg,1349.99,regular,"Asus - 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 950M - 2TB HDD + 512GB SSD - Sandblasted matte black aluminum"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5712/5712021_sa.jpg;maxHeight=145;maxWidth=222,649.99,regular,"Samsung - Notebook 5 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce 920MX - 1TB Hard Drive - Solid black"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6077/6077502_sa.jpg;maxHeight=145;maxWidth=222,1299.99,regular,"Asus - 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Smoke gray"
https://pisces.bbystatic.com//image2/BestBuy_US/store/ee/2017/global/student-hub/badge-student-deals.png,1599,regular,Microsoft - Surface Pro – 12.3” – Intel Core i7 – 8GB Memory - 256GB Solid State Drive (Latest Model) - Silver
https://pisces.bbystatic.com//image2/BestBuy_US/store/ee/2017/com/misc/windows_mixed_reality_ultra_badge.jpg,1099.99,regular,"HP - OMEN by HP 15.6"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB HDD + 128GB Solid State Drive - HP sandblasted hairline brushing and carbon fiber"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6045/6045100_sa.jpg;maxHeight=145;maxWidth=222,1799.99,regular,"MSI - 17.3"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 128GB Solid State Drive - Black"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5721/5721700_sa.jpg;maxHeight=145;maxWidth=222,2199.99,regular,"Apple - MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 256GB Flash Storage (Latest Model) - Silver"
https://assets.bbystatic.com//lib-marketing-badge/dist/images/OnlyAtBestBuy-5691a1792c13f0f594ed4c1bbd4f1875.svg,1099.99,regular,"Samsung - Notebook 9 Pro 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Titan Silver"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5203/5203000_sa.jpg;maxHeight=145;maxWidth=222,299,regular,"Acer - 14"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory - Sparkly silver"
https://pisces.bbystatic.com//image2/BestBuy_US/store/ee/2017/global/student-hub/badge-student-deals.png,1599.99,regular,"Dell - XPS 2-in-1 13.3"" QHD+ Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4599/4599100_sa.jpg;maxHeight=145;maxWidth=222,1299.99,regular,"Apple - Macbook® - 12"" Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage (Latest Model) - Gold"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6109/6109503_sa.jpg;maxHeight=145;maxWidth=222,1199.99,regular,"HP - Spectre 13 - 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - HP soft matte finish in ceramic white"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4600/4600100_sa.jpg;maxHeight=145;maxWidth=222,3199.99,regular,"Apple - MacBook Pro® - 15.4"" Display - Intel Core i7 - 16 GB Memory - 1TB Solid State Drive (Latest Model) - Space Gray"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5712/5712362_sa.jpg;maxHeight=145;maxWidth=222,1199.99,regular,"Asus - ROG GL502VM 15.6"" Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive - Black"
https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5981/5981600_sa.jpg;maxHeight=145;maxWidth=222,1399.99,regular,"Alienware - 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hard Drive - Silver"
